Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Cited,Subject_area_name,Subject_area_abbrev
202301518,4,1,2,70,2023-03-01,2003,2,Finance,ECON
202301518,4,1,2,70,2023-03-01,2002,2,Economics and Econometrics,ECON
202301519,26,3,21,24,2023-03-01,2720,37,Hematology,MEDI
202301519,26,3,21,24,2023-03-01,2730,37,Oncology,MEDI
202301520,3,2,1,129,2023-03-01,2733,7,Otorhinolaryngology,MEDI
202301520,3,2,1,129,2023-03-01,3500,7,Dentistry (all),DENT
202301521,3,1,0,28,2023-03-01,2207,5,Control and Systems Engineering,ENGI
202301521,3,1,0,28,2023-03-01,2204,5,Biomedical Engineering,ENGI
202301521,3,1,0,28,2023-03-01,1709,5,Human-Computer Interaction,COMP
202301521,3,1,0,28,2023-03-01,2210,5,Mechanical Engineering,ENGI
202301521,3,1,0,28,2023-03-01,1707,5,Computer Vision and Pattern Recognition,COMP
202301521,3,1,0,28,2023-03-01,1706,5,Computer Science Applications,COMP
202301521,3,1,0,28,2023-03-01,2606,5,Control and Optimization,MATH
202301521,3,1,0,28,2023-03-01,1702,5,Artificial Intelligence,COMP
202301522,21,2,29,54,2023-03-01,2726,42,Microbiology (medical),MEDI
202301522,21,2,29,54,2023-03-01,2725,42,Infectious Diseases,MEDI
202301522,21,2,29,54,2023-03-01,2736,42,Pharmacology (medical),MEDI
202301523,6,1,3,49,2023-03-01,2713,1,Epidemiology,MEDI
202301523,6,1,3,49,2023-03-01,2730,1,Oncology,MEDI
202301523,6,1,3,49,2023-03-01,2739,1,"Public Health, Environmental and Occupational Health",MEDI
202301523,6,1,3,49,2023-03-01,1306,1,Cancer Research,BIOC
202301524,4,2,0,70,2023-03-01,1500,22,Chemical Engineering (all),CENG
202301524,4,2,0,70,2023-03-01,1603,22,Electrochemistry,CHEM
202301525,5,2,1,48,2023-03-01,2734,12,Pathology and Forensic Medicine,MEDI
202301525,5,2,1,48,2023-03-01,1311,12,Genetics,BIOC
202301526,2,1,1,33,2023-03-01,2104,0,Nuclear Energy and Engineering,ENER
202301526,2,1,1,33,2023-03-01,2213,0,"Safety, Risk, Reliability and Quality",ENGI
202301526,2,1,1,33,2023-03-01,2102,0,Energy Engineering and Power Technology,ENER
202301526,2,1,1,33,2023-03-01,2311,0,Waste Management and Disposal,ENVI
202301527,13,3,0,27,2023-03-01,2741,20,"Radiology, Nuclear Medicine and Imaging",MEDI
202301527,13,3,0,27,2023-03-01,2715,20,Gastroenterology,MEDI
202301528,10,1,1,29,2023-03-01,2723,4,Immunology and Allergy,MEDI
202301528,10,1,1,29,2023-03-01,1313,4,Molecular Medicine,BIOC
202301528,10,1,1,29,2023-03-01,2720,4,Hematology,MEDI
202301528,10,1,1,29,2023-03-01,1307,4,Cell Biology,BIOC
202301528,10,1,1,29,2023-03-01,2747,4,Transplantation,MEDI
202301529,4,2,0,41,2023-03-01,2733,3,Otorhinolaryngology,MEDI
202301529,4,2,0,41,2023-03-01,3500,3,Dentistry (all),DENT
202301529,4,2,0,41,2023-03-01,1307,3,Cell Biology,BIOC
202301530,8,3,1,62,2023-03-01,3005,10,Toxicology,PHAR
202301530,8,3,1,62,2023-03-01,2310,10,Pollution,ENVI
202301530,8,3,1,62,2023-03-01,2307,10,"Health, Toxicology and Mutagenesis",ENVI
202301531,5,1,2,78,2023-03-01,1315,6,Structural Biology,BIOC
202301531,5,1,2,78,2023-03-01,1303,6,Biochemistry,BIOC
202301531,5,1,2,78,2023-03-01,1312,6,Molecular Biology,BIOC
202301532,2,1,1,9,2023-03-01,2705,0,Cardiology and Cardiovascular Medicine,MEDI
202301532,2,1,1,9,2023-03-01,2737,0,Physiology (medical),MEDI
202301533,5,1,1,72,2023-03-01,2504,19,"Electronic, Optical and Magnetic Materials",MATE
202301533,5,1,1,72,2023-03-01,3107,19,"Atomic and Molecular Physics, and Optics",PHYS
202301533,5,1,1,72,2023-03-01,3104,19,Condensed Matter Physics,PHYS
202301533,5,1,1,72,2023-03-01,1607,19,Spectroscopy,CHEM
202301533,5,1,1,72,2023-03-01,1606,19,Physical and Theoretical Chemistry,CHEM
202301533,5,1,1,72,2023-03-01,2505,19,Materials Chemistry,MATE
202301534,7,1,2,81,2023-03-01,1312,8,Molecular Biology,BIOC
202301534,7,1,2,81,2023-03-01,1311,8,Genetics,BIOC
202301535,3,3,0,61,2023-03-01,1403,15,Business and International Management,BUSI
202301535,3,3,0,61,2023-03-01,3202,15,Applied Psychology,PSYC
202301535,3,3,0,61,2023-03-01,1405,15,Management of Technology and Innovation,BUSI
202301536,3,2,0,33,2023-03-01,1500,0,Chemical Engineering (all),CENG
202301536,3,2,0,33,2023-03-01,1606,0,Physical and Theoretical Chemistry,CHEM
202301536,3,2,0,33,2023-03-01,2507,0,Polymers and Plastics,MATE
202301536,3,2,0,33,2023-03-01,1605,0,Organic Chemistry,CHEM
202301536,3,2,0,33,2023-03-01,2505,0,Materials Chemistry,MATE
202301537,10,1,10,40,2023-03-01,2724,4,Internal Medicine,MEDI
202301537,10,1,10,40,2023-03-01,2735,4,"Pediatrics, Perinatology and Child Health",MEDI
202301537,10,1,10,40,2023-03-01,2719,4,Health Policy,MEDI
202301537,10,1,10,40,2023-03-01,2729,4,Obstetrics and Gynecology,MEDI
202301537,10,1,10,40,2023-03-01,2739,4,"Public Health, Environmental and Occupational Health",MEDI
202301537,10,1,10,40,2023-03-01,2717,4,Geriatrics and Gerontology,MEDI
202301537,10,1,10,40,2023-03-01,2738,4,Psychiatry and Mental Health,MEDI
202301537,10,1,10,40,2023-03-01,2725,4,Infectious Diseases,MEDI
202301538,7,1,8,48,2023-03-01,2723,23,Immunology and Allergy,MEDI
202301538,7,1,8,48,2023-03-01,2403,23,Immunology,IMMU
202301539,5,1,1,56,2023-03-01,3305,5,"Geography, Planning and Development",SOCI
202301539,5,1,1,56,2023-03-01,3313,5,Transportation,SOCI
202301539,5,1,1,56,2023-03-01,3322,5,Urban Studies,SOCI
202301540,5,2,0,32,2023-03-01,2740,3,Pulmonary and Respiratory Medicine,MEDI
202301540,5,2,0,32,2023-03-01,2706,3,Critical Care and Intensive Care Medicine,MEDI
202301540,5,2,0,32,2023-03-01,2705,3,Cardiology and Cardiovascular Medicine,MEDI
202301541,11,4,2,42,2023-03-01,2205,3,Civil and Structural Engineering,ENGI
202301541,11,4,2,42,2023-03-01,2104,3,Nuclear Energy and Engineering,ENER
202301541,11,4,2,42,2023-03-01,2500,3,Materials Science (all),MATE
202301541,11,4,2,42,2023-03-01,2210,3,Mechanical Engineering,ENGI
202301542,7,1,3,34,2023-03-01,1104,4,Aquatic Science,AGRI
202301543,8,3,4,70,2023-03-01,1303,13,Biochemistry,BIOC
202301543,8,3,4,70,2023-03-01,2300,13,Environmental Science (all),ENVI
202301544,4,1,2,49,2023-03-01,2003,5,Finance,ECON
202301545,5,1,2,173,2023-03-01,2712,3,"Endocrinology, Diabetes and Metabolism",MEDI
202301545,5,1,2,173,2023-03-01,1303,3,Biochemistry,BIOC
202301545,5,1,2,173,2023-03-01,1313,3,Molecular Medicine,BIOC
202301545,5,1,2,173,2023-03-01,1312,3,Molecular Biology,BIOC
202301545,5,1,2,173,2023-03-01,1310,3,Endocrinology,BIOC
202301545,5,1,2,173,2023-03-01,1308,3,Clinical Biochemistry,BIOC
202301545,5,1,2,173,2023-03-01,1307,3,Cell Biology,BIOC
202301546,10,1,4,49,2023-03-01,1600,11,Chemistry (all),CHEM
202301546,10,1,4,49,2023-03-01,1500,11,Chemical Engineering (all),CENG
202301546,10,1,4,49,2023-03-01,3100,11,Physics and Astronomy (all),PHYS
202301547,14,1,15,140,2023-03-01,3005,20,Toxicology,PHAR
202301547,14,1,15,140,2023-03-01,3004,20,Pharmacology,PHAR
202301547,14,1,15,140,2023-03-01,2307,20,"Health, Toxicology and Mutagenesis",ENVI
202301548,6,2,0,36,2023-03-01,1602,5,Analytical Chemistry,CHEM
202301548,6,2,0,36,2023-03-01,1607,5,Spectroscopy,CHEM
202301549,4,1,1,80,2023-03-01,3105,7,Instrumentation,PHYS
202301549,4,1,1,80,2023-03-01,3104,7,Condensed Matter Physics,PHYS
202301549,4,1,1,80,2023-03-01,2508,7,"Surfaces, Coatings and Films",MATE
202301550,6,4,0,53,2023-03-01,2304,1,Environmental Chemistry,ENVI
202301550,6,4,0,53,2023-03-01,2310,1,Pollution,ENVI
202301550,6,4,0,53,2023-03-01,2307,1,"Health, Toxicology and Mutagenesis",ENVI
202301551,3,2,0,22,2023-03-01,2723,1,Immunology and Allergy,MEDI
202301551,3,2,0,22,2023-03-01,2403,1,Immunology,IMMU
202301551,3,2,0,22,2023-03-01,2740,1,Pulmonary and Respiratory Medicine,MEDI
202301552,9,3,1,46,2023-03-01,2405,8,Parasitology,IMMU
202301552,9,3,1,46,2023-03-01,2404,8,Microbiology,IMMU
202301552,9,3,1,46,2023-03-01,1109,8,Insect Science,AGRI
202301552,9,3,1,46,2023-03-01,2725,8,Infectious Diseases,MEDI
202301553,7,4,0,31,2023-03-01,1303,11,Biochemistry,BIOC
202301553,7,4,0,31,2023-03-01,1312,11,Molecular Biology,BIOC
202301553,7,4,0,31,2023-03-01,1110,11,Plant Science,AGRI
202301553,7,4,0,31,2023-03-01,1108,11,Horticulture,AGRI
202301554,7,1,5,39,2023-03-01,2701,4,Medicine (miscellaneous),MEDI
202301554,7,1,5,39,2023-03-01,2916,4,Nutrition and Dietetics,NURS
202301554,7,1,5,39,2023-03-01,2727,4,Nephrology,MEDI
202301555,10,1,3,47,2023-03-01,1500,21,Chemical Engineering (all),CENG
202301555,10,1,3,47,2023-03-01,2103,21,Fuel Technology,ENER
202301555,10,1,3,47,2023-03-01,2102,21,Energy Engineering and Power Technology,ENER
202301556,8,1,5,420,2023-03-01,2500,34,Materials Science (all),MATE
202301557,2,1,2,35,2023-03-01,2003,1,Finance,ECON
202301557,2,1,2,35,2023-03-01,2002,1,Economics and Econometrics,ECON
202301558,13,1,4,46,2023-03-01,1602,11,Analytical Chemistry,CHEM
202301558,13,1,4,46,2023-03-01,1506,11,Filtration and Separation,CENG
202301559,9,7,2,33,2023-03-01,2735,7,"Pediatrics, Perinatology and Child Health",MEDI
202301559,9,7,2,33,2023-03-01,2739,7,"Public Health, Environmental and Occupational Health",MEDI
202301559,9,7,2,33,2023-03-01,2738,7,Psychiatry and Mental Health,MEDI
202301560,3,1,0,98,2023-03-01,3500,6,Dentistry (all),DENT
202301561,4,1,0,186,2023-03-01,2701,7,Medicine (miscellaneous),MEDI
202301561,4,1,0,186,2023-03-01,1307,7,Cell Biology,BIOC
202301562,3,3,0,12,2023-03-01,2745,0,Rheumatology,MEDI
202301563,7,3,0,33,2023-03-01,1305,9,Biotechnology,BIOC
202301563,7,3,0,33,2023-03-01,2402,9,Applied Microbiology and Biotechnology,IMMU
202301564,5,1,4,87,2023-03-01,3004,20,Pharmacology,PHAR
202301564,5,1,4,87,2023-03-01,3002,20,Drug Discovery,PHAR
202301565,6,5,0,17,2023-03-01,2404,3,Microbiology,IMMU
202301565,6,5,0,17,2023-03-01,2725,3,Infectious Diseases,MEDI
202301566,6,1,1,43,2023-03-01,2304,13,Environmental Chemistry,ENVI
202301566,6,1,1,43,2023-03-01,2310,13,Pollution,ENVI
202301566,6,1,1,43,2023-03-01,2307,13,"Health, Toxicology and Mutagenesis",ENVI
202301567,7,2,0,62,2023-03-01,2504,21,"Electronic, Optical and Magnetic Materials",MATE
202301567,7,2,0,62,2023-03-01,3105,21,Instrumentation,PHYS
202301567,7,2,0,62,2023-03-01,3104,21,Condensed Matter Physics,PHYS
202301567,7,2,0,62,2023-03-01,2508,21,"Surfaces, Coatings and Films",MATE
202301567,7,2,0,62,2023-03-01,2506,21,Metals and Alloys,MATE
202301567,7,2,0,62,2023-03-01,2208,21,Electrical and Electronic Engineering,ENGI
202301567,7,2,0,62,2023-03-01,2505,21,Materials Chemistry,MATE
202301568,3,1,1,103,2023-03-01,2003,10,Finance,ECON
202301569,4,1,2,35,2023-03-01,2701,3,Medicine (miscellaneous),MEDI
202301569,4,1,2,35,2023-03-01,3306,3,Health (social science),SOCI
202301569,4,1,2,35,2023-03-01,2719,3,Health Policy,MEDI
202301569,4,1,2,35,2023-03-01,2916,3,Nutrition and Dietetics,NURS
202301569,4,1,2,35,2023-03-01,2739,3,"Public Health, Environmental and Occupational Health",MEDI
202301570,2,1,0,51,2023-03-01,2207,17,Control and Systems Engineering,ENGI
202301570,2,1,0,51,2023-03-01,2202,17,Aerospace Engineering,ENGI
202301570,2,1,0,51,2023-03-01,2212,17,Ocean Engineering,ENGI
202301570,2,1,0,51,2023-03-01,2210,17,Mechanical Engineering,ENGI
202301570,2,1,0,51,2023-03-01,2208,17,Electrical and Electronic Engineering,ENGI
202301570,2,1,0,51,2023-03-01,2604,17,Applied Mathematics,MATH
202301571,5,1,0,45,2023-03-01,3506,3,Periodontics,DENT
202301572,5,2,0,92,2023-03-01,1602,14,Analytical Chemistry,CHEM
202301573,7,2,1,54,2023-03-01,1602,30,Analytical Chemistry,CHEM
202301574,6,6,0,26,2023-03-01,2001,5,"Economics, Econometrics and Finance (miscellaneous)",ECON
202301574,6,6,0,26,2023-03-01,3001,5,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",PHAR
202301574,6,6,0,26,2023-03-01,2719,5,Health Policy,MEDI
202301575,14,1,7,50,2023-03-01,2808,16,Neurology,NEUR
202301575,14,1,7,50,2023-03-01,2728,16,Neurology (clinical),MEDI
202301576,4,1,1,45,2023-03-01,1600,8,Chemistry (all),CHEM
202301576,4,1,1,45,2023-03-01,1500,8,Chemical Engineering (all),CENG
202301576,4,1,1,45,2023-03-01,3100,8,Physics and Astronomy (all),PHYS
202301577,2,1,1,53,2023-03-01,2702,15,Anatomy,MEDI
202301577,2,1,1,53,2023-03-01,2734,15,Pathology and Forensic Medicine,MEDI
202301578,6,1,1,57,2023-03-01,2503,7,Ceramics and Composites,MATE
202301578,6,1,1,57,2023-03-01,2105,7,"Renewable Energy, Sustainability and the Environment",ENER
202301578,6,1,1,57,2023-03-01,2102,7,Energy Engineering and Power Technology,ENER
202301578,6,1,1,57,2023-03-01,1508,7,Process Chemistry and Technology,CENG
202301578,6,1,1,57,2023-03-01,1605,7,Organic Chemistry,CHEM
202301578,6,1,1,57,2023-03-01,1604,7,Inorganic Chemistry,CHEM
202301578,6,1,1,57,2023-03-01,2505,7,Materials Chemistry,MATE
202301579,14,1,8,87,2023-03-01,2734,10,Pathology and Forensic Medicine,MEDI
202301579,14,1,8,87,2023-03-01,2712,10,"Endocrinology, Diabetes and Metabolism",MEDI
202301579,14,1,8,87,2023-03-01,1310,10,Endocrinology,BIOC
202301580,2,1,0,7,2023-03-01,2727,0,Nephrology,MEDI
202301581,47,1,39,46,2023-03-01,3207,4,Social Psychology,PSYC
202301582,6,2,2,180,2023-03-01,1104,19,Aquatic Science,AGRI
202301582,6,2,2,180,2023-03-01,2303,19,Ecology,ENVI
202301582,6,2,2,180,2023-03-01,2308,19,"Management, Monitoring, Policy and Law",ENVI
202301583,9,3,2,23,2023-03-01,2100,15,Energy (all),ENER
202301584,3,3,0,6,2023-03-01,2727,0,Nephrology,MEDI
202301585,5,2,0,48,2023-03-01,2303,4,Ecology,ENVI
202301585,5,2,0,48,2023-03-01,1103,4,Animal Science and Zoology,AGRI
202301585,5,2,0,48,2023-03-01,1102,4,Agronomy and Crop Science,AGRI
202301586,2,1,0,4,2023-03-01,2746,1,Surgery,MEDI
202301586,2,1,0,4,2023-03-01,2715,1,Gastroenterology,MEDI
202301587,3,1,3,53,2023-03-01,2216,9,Architecture,ENGI
202301587,3,1,3,53,2023-03-01,1909,9,Geotechnical Engineering and Engineering Geology,EART
202301587,3,1,3,53,2023-03-01,1111,9,Soil Science,AGRI
202301587,3,1,3,53,2023-03-01,1907,9,Geology,EART
202301588,3,2,2,83,2023-03-01,3303,7,Development,SOCI
202301588,3,2,2,83,2023-03-01,1408,7,Strategy and Management,BUSI
202301588,3,2,2,83,2023-03-01,2308,7,"Management, Monitoring, Policy and Law",ENVI
202301589,3,2,0,17,2023-03-01,2207,0,Control and Systems Engineering,ENGI
202301589,3,2,0,17,2023-03-01,3305,0,"Geography, Planning and Development",SOCI
202301589,3,2,0,17,2023-03-01,2105,0,"Renewable Energy, Sustainability and the Environment",ENER
202301589,3,2,0,17,2023-03-01,1500,0,Chemical Engineering (all),CENG
202301589,3,2,0,17,2023-03-01,2311,0,Waste Management and Disposal,ENVI
202301589,3,2,0,17,2023-03-01,2310,0,Pollution,ENVI
202301589,3,2,0,17,2023-03-01,2308,0,"Management, Monitoring, Policy and Law",ENVI
202301590,2,2,0,3,2023-03-01,2727,0,Nephrology,MEDI
202301591,2,1,0,33,2023-03-01,2746,2,Surgery,MEDI
202301591,2,1,0,33,2023-03-01,2715,2,Gastroenterology,MEDI
202301592,4,3,1,34,2023-03-01,2746,20,Surgery,MEDI
202301592,4,3,1,34,2023-03-01,2732,20,Orthopedics and Sports Medicine,MEDI
202301592,4,3,1,34,2023-03-01,2728,20,Neurology (clinical),MEDI
202301593,10,7,3,34,2023-03-01,2719,4,Health Policy,MEDI
202301593,10,7,3,34,2023-03-01,2725,4,Infectious Diseases,MEDI
202301593,10,7,3,34,2023-03-01,2736,4,Pharmacology (medical),MEDI
202301594,3,2,0,29,2023-03-01,3612,4,"Physical Therapy, Sports Therapy and Rehabilitation",HEAL
202301594,3,2,0,29,2023-03-01,2742,4,Rehabilitation,MEDI
202301594,3,2,0,29,2023-03-01,2808,4,Neurology,NEUR
202301594,3,2,0,29,2023-03-01,2728,4,Neurology (clinical),MEDI
202301595,4,6,0,37,2023-03-01,2701,2,Medicine (miscellaneous),MEDI
202301595,4,6,0,37,2023-03-01,2502,2,Biomaterials,MATE
202301595,4,6,0,37,2023-03-01,2204,2,Biomedical Engineering,ENGI
202301595,4,6,0,37,2023-03-01,2705,2,Cardiology and Cardiovascular Medicine,MEDI
202301596,7,1,3,79,2023-03-01,2207,18,Control and Systems Engineering,ENGI
202301596,7,1,3,79,2023-03-01,2614,18,Theoretical Computer Science,MATH
202301596,7,1,3,79,2023-03-01,1711,18,Signal Processing,COMP
202301596,7,1,3,79,2023-03-01,1710,18,Information Systems,COMP
202301596,7,1,3,79,2023-03-01,2611,18,Modeling and Simulation,MATH
202301596,7,1,3,79,2023-03-01,1708,18,Hardware and Architecture,COMP
202301597,9,1,6,58,2023-03-01,1305,10,Biotechnology,BIOC
202301597,9,1,6,58,2023-03-01,3107,10,"Atomic and Molecular Physics, and Optics",PHYS
202301597,9,1,6,58,2023-03-01,2501,10,Materials Science (miscellaneous),MATE
202301597,9,1,6,58,2023-03-01,1606,10,Physical and Theoretical Chemistry,CHEM
202301597,9,1,6,58,2023-03-01,1307,10,Cell Biology,BIOC
202301597,9,1,6,58,2023-03-01,2208,10,Electrical and Electronic Engineering,ENGI
202301598,8,3,2,41,2023-03-01,2733,3,Otorhinolaryngology,MEDI
202301598,8,3,2,41,2023-03-01,3500,3,Dentistry (all),DENT
202301599,8,2,0,27,2023-03-01,2700,4,Medicine (all),MEDI
202301600,18,1,3,52,2023-02-28,1600,5,Chemistry (all),CHEM
202301601,2,2,0,27,2023-02-28,2200,1,Engineering (all),ENGI
202301602,4,2,0,75,2023-02-28,2504,10,"Electronic, Optical and Magnetic Materials",MATE
202301602,4,2,0,75,2023-02-28,2505,10,Materials Chemistry,MATE
202301602,4,2,0,75,2023-02-28,1603,10,Electrochemistry,CHEM
202301603,4,2,1,59,2023-02-28,2304,16,Environmental Chemistry,ENVI
202301603,4,2,1,59,2023-02-28,3303,16,Development,SOCI
202301603,4,2,1,59,2023-02-28,2300,16,Environmental Science (all),ENVI
202301603,4,2,1,59,2023-02-28,1111,16,Soil Science,AGRI
202301604,4,3,0,48,2023-02-28,2105,6,"Renewable Energy, Sustainability and the Environment",ENER
202301604,4,3,0,48,2023-02-28,2103,6,Fuel Technology,ENER
202301604,4,3,0,48,2023-02-28,3104,6,Condensed Matter Physics,PHYS
202301604,4,3,0,48,2023-02-28,2102,6,Energy Engineering and Power Technology,ENER
202301605,3,2,0,32,2023-02-28,2105,7,"Renewable Energy, Sustainability and the Environment",ENER
202301605,3,2,0,32,2023-02-28,2103,7,Fuel Technology,ENER
202301605,3,2,0,32,2023-02-28,3104,7,Condensed Matter Physics,PHYS
202301605,3,2,0,32,2023-02-28,2102,7,Energy Engineering and Power Technology,ENER
202301606,10,6,0,45,2023-02-25,2102,9,Energy Engineering and Power Technology,ENER
202301606,10,6,0,45,2023-02-25,2209,9,Industrial and Manufacturing Engineering,ENGI
202301607,3,2,1,77,2023-02-24,2000,7,"Economics, Econometrics and Finance (all)",ECON
202301608,3,1,1,50,2023-02-24,2000,4,"Economics, Econometrics and Finance (all)",ECON
202301609,4,2,1,75,2023-02-23,2800,9,Neuroscience (all),NEUR
202301609,4,2,1,75,2023-02-23,1300,9,"Biochemistry, Genetics and Molecular Biology (all)",BIOC
202301609,4,2,1,75,2023-02-23,1100,9,Agricultural and Biological Sciences (all),AGRI
202301610,3,2,0,32,2023-02-23,3500,5,Dentistry (all),DENT
202301611,8,1,6,35,2023-02-23,2715,4,Gastroenterology,MEDI
202301612,4,2,0,30,2023-02-21,2735,3,"Pediatrics, Perinatology and Child Health",MEDI
202301612,4,2,0,30,2023-02-21,2746,3,Surgery,MEDI
202301613,6,2,2,58,2023-02-20,1600,22,Chemistry (all),CHEM
202301613,6,2,2,58,2023-02-20,2304,22,Environmental Chemistry,ENVI
202301613,6,2,2,58,2023-02-20,1500,22,Chemical Engineering (all),CENG
202301613,6,2,2,58,2023-02-20,2105,22,"Renewable Energy, Sustainability and the Environment",ENER
202301614,15,6,3,71,2023-02-20,2305,14,Environmental Engineering,ENVI
202301614,15,6,3,71,2023-02-20,2304,14,Environmental Chemistry,ENVI
202301614,15,6,3,71,2023-02-20,2311,14,Waste Management and Disposal,ENVI
202301614,15,6,3,71,2023-02-20,2310,14,Pollution,ENVI
202301615,6,1,2,26,2023-02-16,2731,8,Ophthalmology,MEDI
202301616,3,1,4,50,2023-02-15,2700,2,Medicine (all),MEDI
202301617,6,1,1,68,2023-02-15,1503,14,Catalysis,CENG
202301617,6,1,1,68,2023-02-15,1508,14,Process Chemistry and Technology,CENG
202301617,6,1,1,68,2023-02-15,1606,14,Physical and Theoretical Chemistry,CHEM
202301618,11,1,1,53,2023-02-15,1600,14,Chemistry (all),CHEM
202301618,11,1,1,53,2023-02-15,2304,14,Environmental Chemistry,ENVI
202301618,11,1,1,53,2023-02-15,1500,14,Chemical Engineering (all),CENG
202301618,11,1,1,53,2023-02-15,2209,14,Industrial and Manufacturing Engineering,ENGI
202301619,5,2,1,42,2023-02-15,2504,21,"Electronic, Optical and Magnetic Materials",MATE
202301619,5,2,1,42,2023-02-15,3105,21,Instrumentation,PHYS
202301619,5,2,1,42,2023-02-15,3104,21,Condensed Matter Physics,PHYS
202301619,5,2,1,42,2023-02-15,2508,21,"Surfaces, Coatings and Films",MATE
202301619,5,2,1,42,2023-02-15,2506,21,Metals and Alloys,MATE
202301619,5,2,1,42,2023-02-15,2208,21,Electrical and Electronic Engineering,ENGI
202301619,5,2,1,42,2023-02-15,2505,21,Materials Chemistry,MATE
202301620,6,1,1,53,2023-02-15,2500,6,Materials Science (all),MATE
202301620,6,1,1,53,2023-02-15,3104,6,Condensed Matter Physics,PHYS
202301621,9,2,1,114,2023-02-15,1600,6,Chemistry (all),CHEM
202301621,9,2,1,114,2023-02-15,3104,6,Condensed Matter Physics,PHYS
202301621,9,2,1,114,2023-02-15,3100,6,Physics and Astronomy (all),PHYS
202301621,9,2,1,114,2023-02-15,3110,6,Surfaces and Interfaces,PHYS
202301621,9,2,1,114,2023-02-15,2508,6,"Surfaces, Coatings and Films",MATE
202301622,7,1,1,52,2023-02-15,1600,26,Chemistry (all),CHEM
202301622,7,1,1,52,2023-02-15,2304,26,Environmental Chemistry,ENVI
202301622,7,1,1,52,2023-02-15,1500,26,Chemical Engineering (all),CENG
202301622,7,1,1,52,2023-02-15,2209,26,Industrial and Manufacturing Engineering,ENGI
202301623,10,1,2,70,2023-02-15,1503,9,Catalysis,CENG
202301623,10,1,2,70,2023-02-15,1600,9,Chemistry (all),CHEM
202301624,6,3,1,79,2023-02-14,2211,9,Mechanics of Materials,ENGI
202301624,6,3,1,79,2023-02-14,2210,9,Mechanical Engineering,ENGI
202301625,5,1,0,15,2023-02-14,1600,3,Chemistry (all),CHEM
202301625,5,1,0,15,2023-02-14,3304,3,Education,SOCI
202301626,7,1,1,0,2023-02-10,3505,1,Orthodontics,DENT
202301627,5,1,1,56,2023-02-10,1500,10,Chemical Engineering (all),CENG
202301627,5,1,1,56,2023-02-10,1603,10,Electrochemistry,CHEM
202301628,2,2,0,56,2023-02-10,1500,7,Chemical Engineering (all),CENG
202301628,2,2,0,56,2023-02-10,1603,7,Electrochemistry,CHEM
202301629,7,1,2,75,2023-02-09,3200,0,Psychology (all),PSYC
202301630,13,1,2,47,2023-02-09,2746,33,Surgery,MEDI
202301630,13,1,2,47,2023-02-09,2733,33,Otorhinolaryngology,MEDI
202301631,4,3,0,56,2023-02-07,3300,3,Social Sciences (all),SOCI
202301632,5,3,0,41,2023-02-07,1600,11,Chemistry (all),CHEM
202301632,5,3,0,41,2023-02-07,1500,11,Chemical Engineering (all),CENG
202301633,4,2,0,145,2023-02-07,3100,30,Physics and Astronomy (all),PHYS
202301633,4,2,0,145,2023-02-07,2507,30,Polymers and Plastics,MATE
202301633,4,2,0,145,2023-02-07,1605,30,Organic Chemistry,CHEM
202301633,4,2,0,145,2023-02-07,2505,30,Materials Chemistry,MATE
202301634,16,11,0,24,2023-02-07,2720,1,Hematology,MEDI
202301635,3,1,3,37,2023-02-05,3110,5,Surfaces and Interfaces,PHYS
202301635,3,1,3,37,2023-02-05,1606,5,Physical and Theoretical Chemistry,CHEM
202301635,3,1,3,37,2023-02-05,1505,5,Colloid and Surface Chemistry,CENG
202301636,2,1,0,47,2023-02-05,1108,7,Horticulture,AGRI
202301637,8,3,0,168,2023-02-02,3100,4,Physics and Astronomy (all),PHYS
202301637,8,3,0,168,2023-02-02,1606,4,Physical and Theoretical Chemistry,CHEM
202301638,51,1,28,40,2023-02-02,1303,80,Biochemistry,BIOC
202301638,51,1,28,40,2023-02-02,2403,80,Immunology,IMMU
202301638,51,1,28,40,2023-02-02,2720,80,Hematology,MEDI
202301638,51,1,28,40,2023-02-02,1307,80,Cell Biology,BIOC
202301639,2258,1,220,0,2023-02-01,2201,0,Engineering (miscellaneous),ENGI
202301639,2258,1,220,0,2023-02-01,3101,0,Physics and Astronomy (miscellaneous),PHYS
202301640,1,1,0,18,2023-02-01,1300,0,"Biochemistry, Genetics and Molecular Biology (all)",BIOC
202301641,7,1,5,74,2023-02-01,1300,2,"Biochemistry, Genetics and Molecular Biology (all)",BIOC
202301642,3,1,1,34,2023-02-01,1103,2,Animal Science and Zoology,AGRI
202301643,11,5,0,38,2023-02-01,2404,10,Microbiology,IMMU
202301643,11,5,0,38,2023-02-01,2723,10,Immunology and Allergy,MEDI
202301643,11,5,0,38,2023-02-01,2403,10,Immunology,IMMU
202301643,11,5,0,38,2023-02-01,2726,10,Microbiology (medical),MEDI
202301643,11,5,0,38,2023-02-01,2725,10,Infectious Diseases,MEDI
202301644,9,5,0,40,2023-02-01,1000,2,Multidisciplinary,MULT
202301645,6,3,0,22,2023-02-01,1000,0,Multidisciplinary,MULT
202301646,5,1,2,196,2023-02-01,1601,31,Chemistry (miscellaneous),CHEM
202301646,5,1,2,196,2023-02-01,2304,31,Environmental Chemistry,ENVI
