Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Cited,Subject_area_name,Subject_area_abbrev
201800321,2,1,0,10,2018-11-01,2700,0,Medicine (all),MEDI
201800322,4,2,0,18,2018-11-01,2700,1,Medicine (all),MEDI
201800323,2,1,0,12,2018-11-01,2700,0,Medicine (all),MEDI
201800324,6,4,0,12,2018-11-01,2700,1,Medicine (all),MEDI
201800325,4,1,0,25,2018-11-01,2700,0,Medicine (all),MEDI
201800326,2302,1,243,85,2018-11-01,3106,26,Nuclear and High Energy Physics,PHYS
201800327,3,2,0,16,2018-11-01,2732,4,Orthopedics and Sports Medicine,MEDI
201800328,2302,1,243,56,2018-11-01,3106,108,Nuclear and High Energy Physics,PHYS
201800329,2,1,0,24,2018-11-01,2105,35,"Renewable Energy, Sustainability and the Environment",ENER
201800329,2,1,0,24,2018-11-01,2300,35,Environmental Science (all),ENVI
201800330,2305,1,249,79,2018-11-01,3106,33,Nuclear and High Energy Physics,PHYS
201800331,12,1,6,73,2018-11-01,2404,33,Microbiology,IMMU
201800331,12,1,6,73,2018-11-01,2406,33,Virology,IMMU
201800332,5,2,0,27,2018-11-01,1301,9,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",BIOC
201800333,2302,1,244,128,2018-11-01,3106,43,Nuclear and High Energy Physics,PHYS
201800334,2298,1,246,41,2018-11-01,3106,40,Nuclear and High Energy Physics,PHYS
201800335,2298,1,246,57,2018-11-01,3106,54,Nuclear and High Energy Physics,PHYS
201800336,12,2,5,57,2018-11-01,1105,40,"Ecology, Evolution, Behavior and Systematics",AGRI
201800336,12,2,5,57,2018-11-01,1312,40,Molecular Biology,BIOC
201800336,12,2,5,57,2018-11-01,1311,40,Genetics,BIOC
201800336,12,2,5,57,2018-11-01,2716,40,Genetics (clinical),MEDI
201800336,12,2,5,57,2018-11-01,1306,40,Cancer Research,BIOC
201800337,4,2,0,31,2018-11-01,2735,6,"Pediatrics, Perinatology and Child Health",MEDI
201800338,1,1,0,10,2018-11-01,1105,1,"Ecology, Evolution, Behavior and Systematics",AGRI
201800338,1,1,0,10,2018-11-01,1110,1,Plant Science,AGRI
201800339,2,1,0,9,2018-11-01,2207,0,Control and Systems Engineering,ENGI
201800339,2,1,0,9,2018-11-01,2606,0,Control and Optimization,MATH
201800340,2298,1,243,86,2018-11-01,3106,38,Nuclear and High Energy Physics,PHYS
201800341,2301,1,242,52,2018-11-01,3106,47,Nuclear and High Energy Physics,PHYS
201800342,2304,1,243,92,2018-11-01,3106,42,Nuclear and High Energy Physics,PHYS
201800343,3,1,0,35,2018-11-01,1305,20,Biotechnology,BIOC
201800343,3,1,0,35,2018-11-01,1103,20,Animal Science and Zoology,AGRI
201800343,3,1,0,35,2018-11-01,1310,20,Endocrinology,BIOC
201800344,8,3,0,27,2018-11-01,1305,5,Biotechnology,BIOC
201800344,8,3,0,27,2018-11-01,1103,5,Animal Science and Zoology,AGRI
201800344,8,3,0,27,2018-11-01,1310,5,Endocrinology,BIOC
201800345,2300,1,246,53,2018-11-01,3106,57,Nuclear and High Energy Physics,PHYS
201800346,3,1,3,62,2018-11-01,3106,13,Nuclear and High Energy Physics,PHYS
201800347,2,1,0,12,2018-11-01,2500,1,Materials Science (all),MATE
201800347,2,1,0,12,2018-11-01,2211,1,Mechanics of Materials,ENGI
201800347,2,1,0,12,2018-11-01,2210,1,Mechanical Engineering,ENGI
201800348,2310,1,175,54,2018-11-01,2201,48,Engineering (miscellaneous),ENGI
201800348,2310,1,175,54,2018-11-01,3101,48,Physics and Astronomy (miscellaneous),PHYS
201800349,4,2,1,29,2018-11-01,2700,8,Medicine (all),MEDI
201800350,2304,1,247,87,2018-11-01,3106,49,Nuclear and High Energy Physics,PHYS
201800351,9,1,2,23,2018-11-01,1102,4,Agronomy and Crop Science,AGRI
201800352,3,1,3,73,2018-11-01,2201,15,Engineering (miscellaneous),ENGI
201800352,3,1,3,73,2018-11-01,3101,15,Physics and Astronomy (miscellaneous),PHYS
201800353,8,2,5,58,2018-11-01,2719,11,Health Policy,MEDI
201800354,2304,1,245,93,2018-11-01,3106,19,Nuclear and High Energy Physics,PHYS
201800355,1,1,0,1,2018-11-01,1307,0,Cell Biology,BIOC
201800356,3,1,0,31,2018-11-01,1308,2,Clinical Biochemistry,BIOC
201800357,2304,1,178,25,2018-11-01,2201,16,Engineering (miscellaneous),ENGI
201800357,2304,1,178,25,2018-11-01,3101,16,Physics and Astronomy (miscellaneous),PHYS
201800358,4,1,1,110,2018-11-01,2700,5,Medicine (all),MEDI
201800359,6,2,0,47,2018-11-01,2700,18,Medicine (all),MEDI
201800360,4,2,0,30,2018-11-01,2730,18,Oncology,MEDI
201800360,4,2,0,30,2018-11-01,1306,18,Cancer Research,BIOC
201800361,6,2,0,12,2018-11-01,2723,1,Immunology and Allergy,MEDI
201800361,6,2,0,12,2018-11-01,2403,1,Immunology,IMMU
201800361,6,2,0,12,2018-11-01,2741,1,"Radiology, Nuclear Medicine and Imaging",MEDI
201800361,6,2,0,12,2018-11-01,2708,1,Dermatology,MEDI
201800362,2306,1,175,72,2018-11-01,2201,46,Engineering (miscellaneous),ENGI
201800362,2306,1,175,72,2018-11-01,3101,46,Physics and Astronomy (miscellaneous),PHYS
201800363,4,1,0,50,2018-11-01,2740,10,Pulmonary and Respiratory Medicine,MEDI
201800363,4,1,0,50,2018-11-01,2706,10,Critical Care and Intensive Care Medicine,MEDI
201800364,6,2,0,96,2018-11-01,1602,23,Analytical Chemistry,CHEM
201800364,6,2,0,96,2018-11-01,1303,23,Biochemistry,BIOC
201800364,6,2,0,96,2018-11-01,1312,23,Molecular Biology,BIOC
201800365,5,3,0,48,2018-11-01,1305,13,Biotechnology,BIOC
201800365,5,3,0,48,2018-11-01,1303,13,Biochemistry,BIOC
201800365,5,3,0,48,2018-11-01,1312,13,Molecular Biology,BIOC
201800365,5,3,0,48,2018-11-01,1311,13,Genetics,BIOC
201800366,4,2,0,29,2018-11-01,2404,13,Microbiology,IMMU
201800366,4,2,0,29,2018-11-01,1105,13,"Ecology, Evolution, Behavior and Systematics",AGRI
201800367,9,2,0,43,2018-11-01,2745,15,Rheumatology,MEDI
201800368,5,2,1,61,2018-11-01,1307,27,Cell Biology,BIOC
201800369,3,1,0,31,2018-11-01,1300,8,"Biochemistry, Genetics and Molecular Biology (all)",BIOC
201800369,3,1,0,31,2018-11-01,3004,8,Pharmacology,PHAR
201800370,19,1,11,43,2018-11-01,2724,29,Internal Medicine,MEDI
201800370,19,1,11,43,2018-11-01,2712,29,"Endocrinology, Diabetes and Metabolism",MEDI
201800370,19,1,11,43,2018-11-01,2902,29,Advanced and Specialized Nursing,NURS
201800371,9,1,4,47,2018-11-01,2404,15,Microbiology,IMMU
201800371,9,1,4,47,2018-11-01,3400,15,Veterinary (all),VETE
201800372,4,2,2,117,2018-11-01,2727,80,Nephrology,MEDI
201800373,8,1,7,68,2018-11-01,2305,116,Environmental Engineering,ENVI
201800373,8,1,7,68,2018-11-01,2304,116,Environmental Chemistry,ENVI
201800373,8,1,7,68,2018-11-01,1500,116,Chemical Engineering (all),CENG
201800373,8,1,7,68,2018-11-01,2213,116,"Safety, Risk, Reliability and Quality",ENGI
201800374,5,2,0,59,2018-11-01,2504,70,"Electronic, Optical and Magnetic Materials",MATE
201800374,5,2,0,59,2018-11-01,3104,70,Condensed Matter Physics,PHYS
201800374,5,2,0,59,2018-11-01,2211,70,Mechanics of Materials,ENGI
201800374,5,2,0,59,2018-11-01,2210,70,Mechanical Engineering,ENGI
201800374,5,2,0,59,2018-11-01,2506,70,Metals and Alloys,MATE
201800374,5,2,0,59,2018-11-01,2505,70,Materials Chemistry,MATE
201800375,8,3,0,25,2018-11-01,2800,14,Neuroscience (all),NEUR
201800375,8,3,0,25,2018-11-01,1300,14,"Biochemistry, Genetics and Molecular Biology (all)",BIOC
201800375,8,3,0,25,2018-11-01,3000,14,"Pharmacology, Toxicology and Pharmaceutics (all)",PHAR
201800376,13,3,3,100,2018-11-01,1907,29,Geology,EART
201800376,13,3,3,100,2018-11-01,1906,29,Geochemistry and Petrology,EART
201800377,15,1,12,29,2018-11-01,3400,11,Veterinary (all),VETE
201800378,2302,1,245,49,2018-11-01,3106,60,Nuclear and High Energy Physics,PHYS
201800379,3,1,1,40,2018-11-01,1314,1,Physiology,BIOC
201800379,3,1,1,40,2018-11-01,1311,1,Genetics,BIOC
201800379,3,1,1,40,2018-11-01,1110,1,Plant Science,AGRI
201800380,6,1,4,25,2018-11-01,2731,14,Ophthalmology,MEDI
201800381,7,2,0,17,2018-11-01,2735,1,"Pediatrics, Perinatology and Child Health",MEDI
201800381,7,2,0,17,2018-11-01,2732,1,Orthopedics and Sports Medicine,MEDI
201800382,4,1,2,42,2018-11-01,3404,26,Small Animals,VETE
201800382,4,1,2,42,2018-11-01,3403,26,Food Animals,VETE
201800382,4,1,2,42,2018-11-01,1103,26,Animal Science and Zoology,AGRI
201800382,4,1,2,42,2018-11-01,3402,26,Equine,VETE
201800383,4,2,0,45,2018-11-01,2403,11,Immunology,IMMU
201800383,4,2,0,45,2018-11-01,1309,11,Developmental Biology,BIOC
201800384,24,2,22,31,2018-11-01,2731,155,Ophthalmology,MEDI
201800385,6,3,0,30,2018-11-01,2403,5,Immunology,IMMU
201800385,6,3,0,30,2018-11-01,1309,5,Developmental Biology,BIOC
201800386,11,1,5,38,2018-11-01,2731,19,Ophthalmology,MEDI
201800387,2,1,0,37,2018-11-01,1305,4,Biotechnology,BIOC
201800387,2,1,0,37,2018-11-01,2402,4,Applied Microbiology and Biotechnology,IMMU
201800388,5,1,1,22,2018-11-01,1500,21,Chemical Engineering (all),CENG
201800388,5,1,1,22,2018-11-01,1606,21,Physical and Theoretical Chemistry,CHEM
201800388,5,1,1,22,2018-11-01,2508,21,"Surfaces, Coatings and Films",MATE
201800389,7,2,3,13,2018-11-01,2611,14,Modeling and Simulation,MATH
201800389,7,2,3,13,2018-11-01,1706,14,Computer Science Applications,COMP
201800389,7,2,3,13,2018-11-01,2208,14,Electrical and Electronic Engineering,ENGI
201800390,5,1,4,0,2018-11-01,2104,0,Nuclear Energy and Engineering,ENER
201800390,5,1,4,0,2018-11-01,2213,0,"Safety, Risk, Reliability and Quality",ENGI
201800390,5,1,4,0,2018-11-01,2102,0,Energy Engineering and Power Technology,ENER
201800390,5,1,4,0,2018-11-01,2311,0,Waste Management and Disposal,ENVI
201800391,6,1,3,47,2018-11-01,1500,29,Chemical Engineering (all),CENG
201800391,6,1,3,47,2018-11-01,2211,29,Mechanics of Materials,ENGI
201800392,4,1,1,39,2018-11-01,3104,3,Condensed Matter Physics,PHYS
201800392,4,1,1,39,2018-11-01,3110,3,Surfaces and Interfaces,PHYS
201800392,4,1,1,39,2018-11-01,2508,3,"Surfaces, Coatings and Films",MATE
201800392,4,1,1,39,2018-11-01,2505,3,Materials Chemistry,MATE
201800393,8,2,1,63,2018-11-01,1105,23,"Ecology, Evolution, Behavior and Systematics",AGRI
201800393,8,2,1,63,2018-11-01,1102,23,Agronomy and Crop Science,AGRI
201800393,8,2,1,63,2018-11-01,1110,23,Plant Science,AGRI
201800394,4,1,3,41,2018-11-01,2735,39,"Pediatrics, Perinatology and Child Health",MEDI
201800394,4,1,3,41,2018-11-01,2741,39,"Radiology, Nuclear Medicine and Imaging",MEDI
201800395,3,1,1,22,2018-11-01,1712,10,Software,COMP
201800395,3,1,1,22,2018-11-01,1404,10,Management Information Systems,BUSI
201800395,3,1,1,22,2018-11-01,1802,10,Information Systems and Management,DECI
201800395,3,1,1,22,2018-11-01,1702,10,Artificial Intelligence,COMP
201800396,7,2,0,33,2018-11-01,1315,62,Structural Biology,BIOC
201800396,7,2,0,33,2018-11-01,1303,62,Biochemistry,BIOC
201800396,7,2,0,33,2018-11-01,1312,62,Molecular Biology,BIOC
201800396,7,2,0,33,2018-11-01,2002,62,Economics and Econometrics,ECON
201800396,7,2,0,33,2018-11-01,2100,62,Energy (all),ENER
201800397,6,2,0,30,2018-11-01,2733,11,Otorhinolaryngology,MEDI
201800397,6,2,0,30,2018-11-01,3500,11,Dentistry (all),DENT
201800398,2,2,0,58,2018-11-01,1605,41,Organic Chemistry,CHEM
201800398,2,2,0,58,2018-11-01,2507,41,Polymers and Plastics,MATE
201800398,2,2,0,58,2018-11-01,2505,41,Materials Chemistry,MATE
201800399,8,3,0,56,2018-11-01,1303,1,Biochemistry,BIOC
201800399,8,3,0,56,2018-11-01,1314,1,Physiology,BIOC
201800399,8,3,0,56,2018-11-01,1312,1,Molecular Biology,BIOC
201800400,2,1,0,45,2018-11-01,1502,24,Bioengineering,CENG
201800400,2,1,0,45,2018-11-01,2305,24,Environmental Engineering,ENVI
201800400,2,1,0,45,2018-11-01,2105,24,"Renewable Energy, Sustainability and the Environment",ENER
201800400,2,1,0,45,2018-11-01,2311,24,Waste Management and Disposal,ENVI
201800401,3,1,2,48,2018-11-01,2205,51,Civil and Structural Engineering,ENGI
201800401,3,1,2,48,2018-11-01,1909,51,Geotechnical Engineering and Engineering Geology,EART
201800401,3,1,2,48,2018-11-01,1111,51,Soil Science,AGRI
201800402,6,2,0,53,2018-11-01,2404,1,Microbiology,IMMU
201800402,6,2,0,53,2018-11-01,1105,1,"Ecology, Evolution, Behavior and Systematics",AGRI
201800402,6,2,0,53,2018-11-01,1312,1,Molecular Biology,BIOC
201800402,6,2,0,53,2018-11-01,1311,1,Genetics,BIOC
201800402,6,2,0,53,2018-11-01,2726,1,Microbiology (medical),MEDI
201800402,6,2,0,53,2018-11-01,2725,1,Infectious Diseases,MEDI
201800403,2,1,1,35,2018-11-01,3314,6,Anthropology,SOCI
201800404,7,3,0,30,2018-11-01,1303,7,Biochemistry,BIOC
201800404,7,3,0,30,2018-11-01,1314,7,Physiology,BIOC
201800404,7,3,0,30,2018-11-01,1312,7,Molecular Biology,BIOC
201800405,2,1,1,33,2018-11-01,1107,23,Forestry,AGRI
201800405,2,1,1,33,2018-11-01,3305,23,"Geography, Planning and Development",SOCI
201800405,2,1,1,33,2018-11-01,2309,23,Nature and Landscape Conservation,ENVI
201800405,2,1,1,33,2018-11-01,2308,23,"Management, Monitoring, Policy and Law",ENVI
201800406,9,2,1,31,2018-11-01,1305,3,Biotechnology,BIOC
201800406,9,2,1,31,2018-11-01,1106,3,Food Science,AGRI
201800407,2,1,0,42,2018-11-01,1106,263,Food Science,AGRI
201800407,2,1,0,42,2018-11-01,1600,263,Chemistry (all),CHEM
201800407,2,1,0,42,2018-11-01,1500,263,Chemical Engineering (all),CENG
201800408,5,2,1,16,2018-11-01,2734,6,Pathology and Forensic Medicine,MEDI
201800409,6,3,1,134,2018-11-01,1000,152,Multidisciplinary,MULT
201800410,5,4,0,28,2018-11-01,2503,4,Ceramics and Composites,MATE
201800410,5,4,0,28,2018-11-01,3104,4,Condensed Matter Physics,PHYS
201800410,5,4,0,28,2018-11-01,1406,4,Marketing,BUSI
201800410,5,4,0,28,2018-11-01,2505,4,Materials Chemistry,MATE
201800411,1,1,0,3,2018-11-01,2900,1,Nursing (all),NURS
201800411,1,1,0,3,2018-11-01,3304,1,Education,SOCI
201800412,7,1,4,57,2018-11-01,1000,18,Multidisciplinary,MULT
201800413,5,2,0,10,2018-11-01,2741,6,"Radiology, Nuclear Medicine and Imaging",MEDI
201800414,3,1,0,16,2018-11-01,2900,10,Nursing (all),NURS
201800415,4,1,2,44,2018-11-01,1402,6,Accounting,BUSI
201800415,4,1,2,44,2018-11-01,2003,6,Finance,ECON
201800415,4,1,2,44,2018-11-01,2001,6,"Economics, Econometrics and Finance (miscellaneous)",ECON
201800416,4,1,0,3,2018-11-01,1502,0,Bioengineering,CENG
201800416,4,1,0,3,2018-11-01,2701,0,Medicine (miscellaneous),MEDI
201800416,4,1,0,3,2018-11-01,1313,0,Molecular Medicine,BIOC
201800416,4,1,0,3,2018-11-01,2204,0,Biomedical Engineering,ENGI
201800416,4,1,0,3,2018-11-01,2500,0,Materials Science (all),MATE
201800416,4,1,0,3,2018-11-01,3003,0,Pharmaceutical Science,PHAR
201800417,4,2,2,65,2018-11-01,2003,27,Finance,ECON
201800417,4,2,2,65,2018-11-01,2002,27,Economics and Econometrics,ECON
201800418,6,3,0,23,2018-11-01,2305,6,Environmental Engineering,ENVI
201800418,6,3,0,23,2018-11-01,2304,6,Environmental Chemistry,ENVI
201800418,6,3,0,23,2018-11-01,1500,6,Chemical Engineering (all),CENG
201800418,6,3,0,23,2018-11-01,2105,6,"Renewable Energy, Sustainability and the Environment",ENER
201800418,6,3,0,23,2018-11-01,2312,6,Water Science and Technology,ENVI
201800418,6,3,0,23,2018-11-01,2311,6,Waste Management and Disposal,ENVI
201800418,6,3,0,23,2018-11-01,2300,6,Environmental Science (all),ENVI
201800419,3,1,0,31,2018-11-01,2002,6,Economics and Econometrics,ECON
201800419,3,1,0,31,2018-11-01,3319,6,Life-span and Life-course Studies,SOCI
201800420,16,1,7,20,2018-11-01,2748,13,Urology,MEDI
201800421,1,1,0,17,2018-11-01,2207,11,Control and Systems Engineering,ENGI
201800421,1,1,0,17,2018-11-01,2208,11,Electrical and Electronic Engineering,ENGI
201800422,2530,1,196,23,2018-10-29,3105,13,Instrumentation,PHYS
201800422,2530,1,196,23,2018-10-29,2610,13,Mathematical Physics,MATH
201800423,11,2,1,38,2018-10-26,2706,52,Critical Care and Intensive Care Medicine,MEDI
201800424,9,3,2,28,2018-10-26,1602,17,Analytical Chemistry,CHEM
201800424,9,3,2,28,2018-10-26,1313,17,Molecular Medicine,BIOC
201800424,9,3,2,28,2018-10-26,3004,17,Pharmacology,PHAR
201800424,9,3,2,28,2018-10-26,3003,17,Pharmaceutical Science,PHAR
201800424,9,3,2,28,2018-10-26,3002,17,Drug Discovery,PHAR
201800424,9,3,2,28,2018-10-26,2707,17,Complementary and Alternative Medicine,MEDI
201800424,9,3,2,28,2018-10-26,1605,17,Organic Chemistry,CHEM
201800425,3,2,0,49,2018-10-25,1313,6,Molecular Medicine,BIOC
201800425,3,2,0,49,2018-10-25,1311,6,Genetics,BIOC
201800425,3,2,0,49,2018-10-25,2716,6,Genetics (clinical),MEDI
201800426,2,1,0,38,2018-10-22,2102,5,Energy Engineering and Power Technology,ENER
201800426,2,1,0,38,2018-10-22,2208,5,Electrical and Electronic Engineering,ENGI
201800427,5,1,1,16,2018-10-22,2102,2,Energy Engineering and Power Technology,ENER
201800427,5,1,1,16,2018-10-22,2208,2,Electrical and Electronic Engineering,ENGI
201800428,2,1,0,15,2018-10-22,2102,4,Energy Engineering and Power Technology,ENER
201800428,2,1,0,15,2018-10-22,2208,4,Electrical and Electronic Engineering,ENGI
201800429,2,2,0,12,2018-10-22,2102,3,Energy Engineering and Power Technology,ENER
201800429,2,2,0,12,2018-10-22,2208,3,Electrical and Electronic Engineering,ENGI
201800430,11,2,0,20,2018-10-22,2727,17,Nephrology,MEDI
201800431,3,2,1,23,2018-10-21,3100,5,Physics and Astronomy (all),PHYS
201800432,4,3,0,56,2018-10-20,3110,38,Surfaces and Interfaces,PHYS
201800432,4,3,0,56,2018-10-20,1606,38,Physical and Theoretical Chemistry,CHEM
201800432,4,3,0,56,2018-10-20,1505,38,Colloid and Surface Chemistry,CENG
201800433,3,1,1,10,2018-10-18,3100,1,Physics and Astronomy (all),PHYS
201800434,6,1,3,99,2018-10-18,2736,29,Pharmacology (medical),MEDI
201800435,7,2,1,70,2018-10-17,2500,81,Materials Science (all),MATE
201800436,2,1,0,72,2018-10-16,2707,21,Complementary and Alternative Medicine,MEDI
201800437,2,1,0,29,2018-10-15,3101,7,Physics and Astronomy (miscellaneous),PHYS
201800438,4,3,1,77,2018-10-15,3101,40,Physics and Astronomy (miscellaneous),PHYS
201800439,2,1,1,33,2018-10-15,1800,3,Decision Sciences (all),DECI
201800439,2,1,1,33,2018-10-15,1408,3,Strategy and Management,BUSI
201800439,2,1,1,33,2018-10-15,1803,3,Management Science and Operations Research,DECI
201800440,3,1,1,70,2018-10-15,1315,42,Structural Biology,BIOC
201800440,3,1,1,70,2018-10-15,1303,42,Biochemistry,BIOC
201800440,3,1,1,70,2018-10-15,1312,42,Molecular Biology,BIOC
201800440,3,1,1,70,2018-10-15,2002,42,Economics and Econometrics,ECON
201800440,3,1,1,70,2018-10-15,2100,42,Energy (all),ENER
201800441,5,2,0,38,2018-10-15,1315,19,Structural Biology,BIOC
201800441,5,2,0,38,2018-10-15,1303,19,Biochemistry,BIOC
201800441,5,2,0,38,2018-10-15,1312,19,Molecular Biology,BIOC
201800441,5,2,0,38,2018-10-15,2002,19,Economics and Econometrics,ECON
201800441,5,2,0,38,2018-10-15,2100,19,Energy (all),ENER
201800442,5,1,0,41,2018-10-15,1605,46,Organic Chemistry,CHEM
201800442,5,1,0,41,2018-10-15,2507,46,Polymers and Plastics,MATE
201800442,5,1,0,41,2018-10-15,2505,46,Materials Chemistry,MATE
201800443,5,2,0,59,2018-10-15,2310,24,Pollution,ENVI
201800443,5,2,0,59,2018-10-15,2739,24,"Public Health, Environmental and Occupational Health",MEDI
201800443,5,2,0,59,2018-10-15,2307,24,"Health, Toxicology and Mutagenesis",ENVI
201800444,2,1,1,30,2018-10-15,2701,1,Medicine (miscellaneous),MEDI
201800444,2,1,1,30,2018-10-15,3306,1,Health (social science),SOCI
201800444,2,1,1,30,2018-10-15,2739,1,"Public Health, Environmental and Occupational Health",MEDI
201800444,2,1,1,30,2018-10-15,2738,1,Psychiatry and Mental Health,MEDI
201800445,9,1,2,50,2018-10-13,1304,15,Biophysics,BIOC
201800445,9,1,2,50,2018-10-13,1502,15,Bioengineering,CENG
201800445,9,1,2,50,2018-10-13,2502,15,Biomaterials,MATE
201800445,9,1,2,50,2018-10-13,2204,15,Biomedical Engineering,ENGI
201800446,3,2,0,36,2018-10-13,1600,0,Chemistry (all),CHEM
201800446,3,2,0,36,2018-10-13,1710,0,Information Systems,COMP
201800446,3,2,0,36,2018-10-13,2611,0,Modeling and Simulation,MATH
201800446,3,2,0,36,2018-10-13,1500,0,Chemical Engineering (all),CENG
201800446,3,2,0,36,2018-10-13,2500,0,Materials Science (all),MATE
201800446,3,2,0,36,2018-10-13,3104,0,Condensed Matter Physics,PHYS
201800447,3,1,1,50,2018-10-12,1500,34,Chemical Engineering (all),CENG
201800447,3,1,1,50,2018-10-12,2500,34,Materials Science (all),MATE
201800448,1,1,0,22,2018-10-11,3300,2,Social Sciences (all),SOCI
201800449,4,1,1,60,2018-10-11,2500,62,Materials Science (all),MATE
201800450,2300,1,242,78,2018-10-10,3106,66,Nuclear and High Energy Physics,PHYS
201800451,3,1,3,23,2018-10-10,3106,25,Nuclear and High Energy Physics,PHYS
201800452,2261,1,239,61,2018-10-10,3106,44,Nuclear and High Energy Physics,PHYS
201800453,13,1,3,57,2018-10-09,2730,23,Oncology,MEDI
201800453,13,1,3,57,2018-10-09,1306,23,Cancer Research,BIOC
201800454,2,1,0,14,2018-10-05,1108,0,Horticulture,AGRI
201800455,3,1,0,10,2018-10-05,1108,0,Horticulture,AGRI
201800456,4,2,0,12,2018-10-05,1108,0,Horticulture,AGRI
201800457,2,1,0,18,2018-10-05,1108,0,Horticulture,AGRI
201800458,2,2,0,18,2018-10-05,1108,0,Horticulture,AGRI
201800459,2304,1,246,48,2018-10-05,3100,9,Physics and Astronomy (all),PHYS
201800460,5,2,0,90,2018-10-05,1105,12,"Ecology, Evolution, Behavior and Systematics",AGRI
201800460,5,2,0,90,2018-10-05,1103,12,Animal Science and Zoology,AGRI
201800461,2221,1,241,75,2018-10-05,3106,21,Nuclear and High Energy Physics,PHYS
201800462,4,1,0,50,2018-10-05,1605,31,Organic Chemistry,CHEM
201800463,4,2,0,54,2018-10-04,1408,5,Strategy and Management,BUSI
201800463,4,2,0,54,2018-10-04,3315,5,Communication,SOCI
201800463,4,2,0,54,2018-10-04,2201,5,Engineering (miscellaneous),ENGI
201800463,4,2,0,54,2018-10-04,1405,5,Management of Technology and Innovation,BUSI
201800463,4,2,0,54,2018-10-04,1407,5,Organizational Behavior and Human Resource Management,BUSI
201800463,4,2,0,54,2018-10-04,1705,5,Computer Networks and Communications,COMP
201800463,4,2,0,54,2018-10-04,1801,5,Decision Sciences (miscellaneous),DECI
201800464,2298,1,244,40,2018-10-04,3100,8,Physics and Astronomy (all),PHYS
201800465,10,2,1,23,2018-10-03,2405,2,Parasitology,IMMU
201800465,10,2,1,23,2018-10-03,2404,2,Microbiology,IMMU
201800465,10,2,1,23,2018-10-03,2739,2,"Public Health, Environmental and Occupational Health",MEDI
201800465,10,2,1,23,2018-10-03,2725,2,Infectious Diseases,MEDI
201800466,3,2,0,46,2018-10-03,3004,37,Pharmacology,PHAR
201800466,3,2,0,46,2018-10-03,3003,37,Pharmaceutical Science,PHAR
201800466,3,2,0,46,2018-10-03,3002,37,Drug Discovery,PHAR
201800466,3,2,0,46,2018-10-03,1605,37,Organic Chemistry,CHEM
201800467,2296,1,198,47,2018-10-02,3105,90,Instrumentation,PHYS
201800467,2296,1,198,47,2018-10-02,2610,90,Mathematical Physics,MATH
201800468,9,1,6,6,2018-10-02,2500,0,Materials Science (all),MATE
201800468,9,1,6,6,2018-10-02,2200,0,Engineering (all),ENGI
201800469,9,1,7,6,2018-10-02,2500,0,Materials Science (all),MATE
201800469,9,1,7,6,2018-10-02,2200,0,Engineering (all),ENGI
201800470,2,2,0,56,2018-10-02,1403,3,Business and International Management,BUSI
201800470,2,2,0,56,2018-10-02,1400,3,"Business, Management and Accounting (all)",BUSI
201800471,1,1,0,26,2018-10-02,3304,6,Education,SOCI
201800471,1,1,0,26,2018-10-02,3315,6,Communication,SOCI
201800471,1,1,0,26,2018-10-02,2300,6,Environmental Science (all),ENVI
201800472,1,1,4,22,2018-10-01,2705,1,Cardiology and Cardiovascular Medicine,MEDI
201800472,1,1,4,22,2018-10-01,2728,1,Neurology (clinical),MEDI
201800472,1,1,4,22,2018-10-01,2738,1,Psychiatry and Mental Health,MEDI
201800472,1,1,4,22,2018-10-01,3203,1,Clinical Psychology,PSYC
201800473,4,1,0,31,2018-10-01,2712,13,"Endocrinology, Diabetes and Metabolism",MEDI
201800474,5,2,0,28,2018-10-01,2715,4,Gastroenterology,MEDI
201800474,5,2,0,28,2018-10-01,2721,4,Hepatology,MEDI
201800475,4,1,0,37,2018-10-01,1106,2,Food Science,AGRI
201800476,13,3,7,57,2018-10-01,2700,13,Medicine (all),MEDI
201800477,5,2,0,58,2018-10-01,1106,29,Food Science,AGRI
201800477,5,2,0,58,2018-10-01,2404,29,Microbiology,IMMU
201800477,5,2,0,58,2018-10-01,3306,29,Health (social science),SOCI
201800477,5,2,0,58,2018-10-01,3601,29,Health Professions (miscellaneous),HEAL
201800477,5,2,0,58,2018-10-01,1110,29,Plant Science,AGRI
201800478,4,1,0,25,2018-10-01,1000,5,Multidisciplinary,MULT
201800479,6,3,1,32,2018-10-01,1000,0,Multidisciplinary,MULT
201800480,5,1,3,44,2018-10-01,2900,20,Nursing (all),NURS
201800481,8,1,7,24,2018-10-01,2503,16,Ceramics and Composites,MATE
201800481,8,1,7,24,2018-10-01,2507,16,Polymers and Plastics,MATE
201800481,8,1,7,24,2018-10-01,2505,16,Materials Chemistry,MATE
201800482,3,1,2,57,2018-10-01,2000,9,"Economics, Econometrics and Finance (all)",ECON
201800483,5,1,3,193,2018-10-01,1314,30,Physiology,BIOC
201800483,5,1,3,193,2018-10-01,1312,30,Molecular Biology,BIOC
201800483,5,1,3,193,2018-10-01,2737,30,Physiology (medical),MEDI
201800484,3,1,1,12,2018-10-01,1105,1,"Ecology, Evolution, Behavior and Systematics",AGRI
201800484,3,1,1,12,2018-10-01,1311,1,Genetics,BIOC
