,Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Subject_area_abbrev
1543,201801335,13,1,10,18.0,2018-06-01,2741#2715#,MEDI#MEDI#
1544,201801336,2,1,0,32.0,2018-06-01,2726#2725#,MEDI#MEDI#
1545,201801337,4,2,1,41.0,2018-06-01,1315#1303#1312#,BIOC#BIOC#BIOC#
1546,201801338,4,3,0,45.0,2018-06-01,1106#1304#3004#1307#,AGRI#BIOC#PHAR#BIOC#
1547,201801339,6,2,0,28.0,2018-06-01,3306#2739#,SOCI#MEDI#
1548,201801340,2,2,0,74.0,2018-06-01,1203#3205#3310#3200#,ARTS#PSYC#SOCI#PSYC#
1549,201801341,9,2,0,23.0,2018-06-01,2746#,MEDI#
1550,201801342,2,1,0,24.0,2018-06-01,1314#2727#2737#,BIOC#MEDI#MEDI#
1551,201801343,2,1,0,44.0,2018-06-01,2305#2507#2505#,ENVI#MATE#MATE#
1552,201801344,5,1,1,41.0,2018-06-01,3400#,VETE#
1553,201801345,1,1,0,36.0,2018-06-01,2702#,MEDI#
1554,201801346,9,1,7,92.0,2018-06-01,2808#2804#,NEUR#NEUR#
1555,201801347,7,2,1,69.0,2018-06-01,1102#1110#,AGRI#AGRI#
1556,201801348,4,1,3,296.0,2018-06-01,2808#2804#,NEUR#NEUR#
1557,201801349,7,4,0,33.0,2018-06-01,2748#,MEDI#
1558,201801350,5,1,1,44.0,2018-06-01,3207#,PSYC#
1559,201801351,4,1,0,28.0,2018-06-01,2404#1313#1312#,IMMU#BIOC#BIOC#
1560,201801352,4,1,0,41.0,2018-06-01,1500#1605#2507#,CENG#CHEM#MATE#
1561,201801353,8,1,3,32.0,2018-06-01,1500#1605#2507#,CENG#CHEM#MATE#
1562,201801354,2,1,1,7.0,2018-05-31,3100#,PHYS#
1563,201801355,2290,1,242,104.0,2018-05-29,3100#,PHYS#
1564,201801356,3,2,0,34.0,2018-05-28,2105#,ENER#
1565,201801357,4,1,2,97.0,2018-05-28,1706#1802#,COMP#DECI#
1566,201801358,8,1,7,46.0,2018-05-25,2700#,MEDI#
1567,201801359,6,1,0,32.0,2018-05-25,3004#2736#,PHAR#MEDI#
1568,201801360,13,1,7,20.0,2018-05-24,1606#1605#,CHEM#CHEM#
1569,201801361,2,1,0,21.0,2018-05-23,2731#,MEDI#
1570,201801362,2,1,0,31.0,2018-05-23,1700#2500#2200#,COMP#MATE#ENGI#
1571,201801363,2,2,0,18.0,2018-05-22,2300#1900#,ENVI#EART#
1572,201801364,1,1,0,,2018-05-22,2300#1900#,ENVI#EART#
1573,201801365,15,2,9,101.0,2018-05-21,3103#1912#,PHYS#EART#
1574,201801366,22,2,16,195.0,2018-05-20,3103#1912#,PHYS#EART#
1575,201801367,3,1,0,25.0,2018-05-19,1305#2701#2204#3003#,BIOC#MEDI#ENGI#PHAR#
1576,201801368,3,1,0,54.0,2018-05-19,1910#2212#1909#,EART#ENGI#EART#
1577,201801369,2259,1,239,24.0,2018-05-18,3100#,PHYS#
1578,201801370,11,2,2,32.0,2018-05-17,2808#2728#,NEUR#MEDI#
1579,201801371,2239,1,241,46.0,2018-05-16,3100#,PHYS#
1580,201801372,3,1,0,15.0,2018-05-15,2208#1705#,ENGI#COMP#
1581,201801373,4,1,0,14.0,2018-05-15,2208#1705#,ENGI#COMP#
1582,201801374,6,3,0,30.0,2018-05-15,1313#3004#3003#3002#2707#,BIOC#PHAR#PHAR#PHAR#MEDI#
1583,201801375,20,1,18,35.0,2018-05-15,2723#2403#2725#,MEDI#IMMU#MEDI#
1584,201801376,4,1,0,38.0,2018-05-15,1602#3107#3105#1607#,CHEM#PHYS#PHYS#CHEM#
1585,201801377,5,2,1,55.0,2018-05-15,2211#2210#2506#2505#,ENGI#ENGI#MATE#MATE#
1586,201801378,6,1,3,130.0,2018-05-15,1907#1904#,EART#EART#
1587,201801379,3,2,1,128.0,2018-05-14,1406#1405#,BUSI#BUSI#
1588,201801380,3,1,0,,2018-05-14,3500#,DENT#
1589,201801381,2301,1,245,85.0,2018-05-14,3100#,PHYS#
1590,201801382,6,3,0,39.0,2018-05-12,2305#,ENVI#
1591,201801383,6,1,3,63.0,2018-05-11,1305#1312#1311#2716#,BIOC#BIOC#BIOC#MEDI#
1592,201801384,4,1,1,24.0,2018-05-11,1602#1303#1605#,CHEM#BIOC#CHEM#
1593,201801385,2,2,0,15.0,2018-05-10,2719#2739#,MEDI#MEDI#
1594,201801386,1,1,0,6.0,2018-05-10,2719#2739#,MEDI#MEDI#
1595,201801387,5,1,0,11.0,2018-05-10,2719#2739#,MEDI#MEDI#
1596,201801388,4,2,1,27.0,2018-05-10,1105#,AGRI#
1597,201801389,5,1,3,50.0,2018-05-10,3400#,VETE#
1598,201801390,10,1,2,58.0,2018-05-10,2723#2403#1313#2730#3004#1306#,MEDI#IMMU#BIOC#MEDI#PHAR#BIOC#
1599,201801391,2257,1,238,100.0,2018-05-10,3106#,PHYS#
1600,201801392,2238,1,240,29.0,2018-05-10,3106#,PHYS#
1601,201801393,2240,1,238,78.0,2018-05-10,3106#,PHYS#
1602,201801394,2262,1,237,83.0,2018-05-10,3106#,PHYS#
1603,201801395,2240,1,240,44.0,2018-05-10,3106#,PHYS#
1604,201801396,3,1,0,43.0,2018-05-10,1600#2508#2507#2505#,CHEM#MATE#MATE#MATE#
1605,201801397,1,1,0,27.0,2018-05-08,2701#,MEDI#
1606,201801398,3,2,0,10.0,2018-05-08,2102#2105#,ENER#ENER#
1607,201801399,4,1,0,22.0,2018-05-08,1705#1706#1708#2213#,COMP#COMP#COMP#ENGI#
1608,201801400,5,3,0,24.0,2018-05-08,1705#1706#1708#2213#,COMP#COMP#COMP#ENGI#
1609,201801401,5,2,0,11.0,2018-05-08,1705#1706#1708#2213#,COMP#COMP#COMP#ENGI#
1610,201801402,2265,1,195,78.0,2018-05-08,3105#2610#,PHYS#MATH#
1611,201801403,3,1,0,35.0,2018-05-05,1503#1600#1508#,CENG#CHEM#CENG#
1612,201801404,6,1,2,322.0,2018-05-05,1303#1312#1310#,BIOC#BIOC#BIOC#
1613,201801405,7,1,0,41.0,2018-05-04,2723#2403#1308#3607#,MEDI#IMMU#BIOC#HEAL#
1614,201801406,3,2,0,7.0,2018-05-04,2300#1900#,ENVI#EART#
1615,201801407,2,3,0,7.0,2018-05-04,2739#,MEDI#
1616,201801408,8,5,1,56.0,2018-05-04,2723#2403#3004#,MEDI#IMMU#PHAR#
1617,201801409,4,2,2,31.0,2018-05-03,2715#,MEDI#
1618,201801410,16,1,5,32.0,2018-05-03,2745#2723#2403#,MEDI#MEDI#IMMU#
1619,201801411,3,1,0,28.0,2018-05-03,1602#1303#1607#1308#2704#1603#,CHEM#BIOC#CHEM#BIOC#MEDI#CHEM#
1620,201801412,7,1,0,44.0,2018-05-02,2908#2901#,NURS#NURS#
1621,201801413,46,3,10,45.0,2018-05-02,2726#2725#,MEDI#MEDI#
1622,201801414,3,2,0,43.0,2018-05-02,1602#1313#3004#3003#3002#2707#1605#,CHEM#BIOC#PHAR#PHAR#PHAR#MEDI#CHEM#
1623,201801415,10,6,1,25.0,2018-05-01,3400#1103#1101#,VETE#AGRI#AGRI#
1624,201801416,7,4,1,41.0,2018-05-01,3400#1103#1101#,VETE#AGRI#AGRI#
1625,201801417,1,1,0,5.0,2018-05-01,3300#,SOCI#
1626,201801418,32,11,0,14.0,2018-05-01,2700#,MEDI#
1627,201801419,6,2,1,30.0,2018-05-01,3005#2300#,PHAR#ENVI#
1628,201801420,5,1,1,59.0,2018-05-01,1314#1311#,BIOC#BIOC#
1629,201801421,11,1,5,52.0,2018-05-01,2700#,MEDI#
1630,201801422,5,2,0,22.0,2018-05-01,2739#2725#,MEDI#MEDI#
1631,201801423,4,4,0,29.0,2018-05-01,1000#,MULT#
1632,201801424,3,2,0,29.0,2018-05-01,2105#2104#2103#2102#,ENER#ENER#ENER#ENER#
1633,201801425,2,3,0,13.0,2018-05-01,2600#,MATH#
1634,201801426,6,2,0,27.0,2018-05-01,2504#2208#,MATE#ENGI#
1635,201801427,7,1,0,20.0,2018-05-01,2715#,MEDI#
1636,201801428,4,1,0,40.0,2018-05-01,3506#,DENT#
1637,201801429,3,2,0,30.0,2018-05-01,1600#2600#2500#1300#3100#,CHEM#MATH#MATE#BIOC#PHYS#
1638,201801430,4,2,1,35.0,2018-05-01,1600#2600#2500#1300#3100#,CHEM#MATH#MATE#BIOC#PHYS#
1639,201801431,2,1,0,18.0,2018-05-01,2700#,MEDI#
1640,201801432,4,3,1,13.0,2018-05-01,3004#1110#3002#2707#,PHAR#AGRI#PHAR#MEDI#
1641,201801433,6,1,0,97.0,2018-05-01,2721#2715#,MEDI#MEDI#
1642,201801434,2278,1,241,117.0,2018-05-01,3106#,PHYS#
1643,201801435,1,1,0,36.0,2018-05-01,3312#3308#,SOCI#SOCI#
1644,201801436,7,1,0,30.0,2018-05-01,2730#2741#1306#,MEDI#MEDI#BIOC#
1645,201801437,2302,1,244,41.0,2018-05-01,3106#,PHYS#
1646,201801438,3,2,0,19.0,2018-05-01,2739#,MEDI#
1647,201801439,3,2,0,22.0,2018-05-01,3300#,SOCI#
1648,201801440,2,2,0,51.0,2018-05-01,1500#2500#,CENG#MATE#
1649,201801441,2281,1,243,69.0,2018-05-01,3106#,PHYS#
1650,201801442,3,3,0,18.0,2018-05-01,2713#2730#2739#1306#,MEDI#MEDI#MEDI#BIOC#
1651,201801443,2301,1,244,100.0,2018-05-01,3106#,PHYS#
1652,201801444,2300,1,244,91.0,2018-05-01,3106#,PHYS#
1653,201801445,3,1,0,63.0,2018-05-01,1600#2300#1906#1900#,CHEM#ENVI#EART#EART#
1654,201801446,5,2,0,16.0,2018-05-01,2706#,MEDI#
1655,201801447,2303,1,243,40.0,2018-05-01,3106#,PHYS#
1656,201801448,2,1,0,12.0,2018-05-01,2500#2211#2210#,MATE#ENGI#ENGI#
1657,201801449,5,1,2,54.0,2018-05-01,1300#1100#1000#,BIOC#AGRI#MULT#
1658,201801450,2,2,0,26.0,2018-05-01,3300#,SOCI#
1659,201801451,2,1,2,45.0,2018-05-01,3106#,PHYS#
1660,201801452,8,2,0,44.0,2018-05-01,1000#,MULT#
1661,201801453,3,1,2,33.0,2018-05-01,2304#2311#2310#,ENVI#ENVI#ENVI#
1662,201801454,4,1,1,30.0,2018-05-01,2200#,ENGI#
1663,201801455,3,1,0,103.0,2018-05-01,2730#1306#,MEDI#BIOC#
1664,201801456,4,1,2,14.0,2018-05-01,2201#3101#,ENGI#PHYS#
1665,201801457,2,1,0,19.0,2018-05-01,2205#2210#,ENGI#ENGI#
1666,201801458,7,3,1,47.0,2018-05-01,2404#1105#,IMMU#AGRI#
1667,201801459,9,3,1,55.0,2018-05-01,1602#,CHEM#
1668,201801460,3,1,0,53.0,2018-05-01,1000#,MULT#
1669,201801461,3,2,0,16.0,2018-05-01,2732#,MEDI#
1670,201801462,13,1,5,30.0,2018-05-01,3500#,DENT#
1671,201801463,69,1,31,35.0,2018-05-01,1311#2716#,BIOC#MEDI#
1672,201801464,4,3,0,19.0,2018-05-01,3300#,SOCI#
1673,201801465,77,2,33,33.0,2018-05-01,2735#3204#,MEDI#PSYC#
1674,201801466,10,1,0,27.0,2018-05-01,2717#2805#2738#,MEDI#NEUR#MEDI#
1675,201801467,4,4,0,35.0,2018-05-01,3506#,DENT#
1676,201801468,3,2,0,19.0,2018-05-01,2735#2741#,MEDI#MEDI#
1677,201801469,5,1,1,30.0,2018-05-01,3104#3110#2508#,PHYS#PHYS#MATE#
1678,201801470,5,1,2,17.0,2018-05-01,2721#2715#,MEDI#MEDI#
1679,201801471,8,3,0,41.0,2018-05-01,1314#1102#1110#,BIOC#AGRI#AGRI#
1680,201801472,7,1,2,29.0,2018-05-01,2727#,MEDI#
1681,201801473,3,1,2,27.0,2018-05-01,1602#1303#,CHEM#BIOC#
1682,201801474,5,1,1,39.0,2018-05-01,3100#1606#,PHYS#CHEM#
1683,201801475,2,1,1,41.0,2018-05-01,2501#2312#2311#2310#2308#,MATE#ENVI#ENVI#ENVI#ENVI#
1684,201801476,9,2,2,46.0,2018-05-01,3005#,PHAR#
1685,201801477,5,1,3,39.0,2018-05-01,1605#2507#,CHEM#MATE#
1686,201801478,5,3,0,56.0,2018-05-01,1600#1500#3100#,CHEM#CENG#PHYS#
1687,201801479,5,1,1,24.0,2018-05-01,1304#1303#1312#,BIOC#BIOC#BIOC#
1688,201801480,6,5,0,36.0,2018-05-01,1500#2103#2102#,CENG#ENER#ENER#
1689,201801481,5,2,1,51.0,2018-05-01,2504#3105#3104#2508#2506#2208#2505#,MATE#PHYS#PHYS#MATE#MATE#ENGI#MATE#
1690,201801482,6,1,4,46.0,2018-05-01,2305#2304#1500#2213#,ENVI#ENVI#CENG#ENGI#
1691,201801483,4,1,1,38.0,2018-05-01,2731#,MEDI#
1692,201801484,5,4,0,19.0,2018-05-01,2734#,MEDI#
1693,201801485,7,1,0,21.0,2018-05-01,1314#2727#2748#2737#,BIOC#MEDI#MEDI#MEDI#
1694,201801486,6,2,3,39.0,2018-05-01,2701#3005#2738#,MEDI#PHAR#MEDI#
1695,201801487,6,2,0,32.0,2018-05-01,2733#3500#,MEDI#DENT#
1696,201801488,7,2,0,41.0,2018-05-01,2733#3500#,MEDI#DENT#
1697,201801489,3,1,0,28.0,2018-05-01,3500#,DENT#
1698,201801490,4,1,1,37.0,2018-05-01,1501#2311#1508#,CENG#ENVI#CENG#
1699,201801491,12,1,1,42.0,2018-05-01,3400#,VETE#
1700,201801492,5,1,1,28.0,2018-05-01,2723#2403#,MEDI#IMMU#
1701,201801493,5,3,0,51.0,2018-05-01,2304#1104#,ENVI#AGRI#
1702,201801494,4,1,1,43.0,2018-05-01,3004#,PHAR#
1703,201801495,5,3,1,54.0,2018-05-01,2504#3105#3104#2508#2506#2208#2505#,MATE#PHYS#PHYS#MATE#MATE#ENGI#MATE#
1704,201801496,7,2,0,44.0,2018-05-01,1305#3110#1606#1505#,BIOC#PHYS#CHEM#CENG#
1705,201801497,5,1,0,32.0,2018-05-01,1502#1303#2402#,CENG#BIOC#IMMU#
1706,201801498,3,1,0,26.0,2018-05-01,2406#,IMMU#
1707,201801499,4,1,1,42.0,2018-05-01,1106#1600#1500#,AGRI#CHEM#CENG#
1708,201801500,9,1,2,39.0,2018-05-01,2305#2304#1600#2310#2739#2307#,ENVI#ENVI#CHEM#ENVI#MEDI#ENVI#
1709,201801501,8,1,2,42.0,2018-05-01,1305#,BIOC#
1710,201801502,9,4,0,40.0,2018-05-01,2406#,IMMU#
1711,201801503,2,1,2,65.0,2018-05-01,2808#2717#2728#,NEUR#MEDI#MEDI#
1712,201801504,6,1,0,29.0,2018-05-01,2741#2730#,MEDI#MEDI#
1713,201801505,8,1,5,36.0,2018-05-01,3500#,DENT#
1714,201801506,4,1,1,128.0,2018-05-01,1310#2807#2802#,BIOC#NEUR#NEUR#
1715,201801507,4,1,3,41.0,2018-05-01,2205#,ENGI#
1716,201801508,15,1,18,57.0,2018-05-01,2808#2804#,NEUR#NEUR#
1717,201801509,6,1,12,292.0,2018-05-01,2808#2804#,NEUR#NEUR#
1718,201801510,3,4,0,48.0,2018-05-01,1600#2500#2210#,CHEM#MATE#ENGI#
1719,201801511,3,1,1,32.0,2018-05-01,1600#2507#2505#,CHEM#MATE#MATE#
1720,201801512,5,2,0,35.0,2018-05-01,1600#1500#2507#1406#2505#,CHEM#CENG#MATE#BUSI#MATE#
1721,201801513,4,2,0,35.0,2018-05-01,2503#1600#2507#2505#,MATE#CHEM#MATE#MATE#
1722,201801514,4,2,0,67.0,2018-04-29,1602#1506#,CHEM#CENG#
1723,201801515,6,3,0,46.0,2018-04-28,3100#,PHYS#
1724,201801516,2,1,0,11.0,2018-04-27,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
1725,201801517,3,2,0,22.0,2018-04-27,1105#1110#,AGRI#AGRI#
1726,201801518,1,1,0,22.0,2018-04-26,1708#1705#1706#,COMP#COMP#COMP#
1727,201801519,1,1,0,7.0,2018-04-25,2719#2739#,MEDI#MEDI#
1728,201801520,4,2,0,33.0,2018-04-25,2304#1500#2105#2103#2209#2307#,ENVI#CENG#ENER#ENER#ENGI#ENVI#
1729,201801521,6,4,1,19.0,2018-04-24,2707#,MEDI#
1730,201801522,7,1,2,33.0,2018-04-24,1503#1606#1605#1604#,CENG#CHEM#CHEM#CHEM#
1731,201801523,3,1,0,17.0,2018-04-23,1702#1705#1708#,COMP#COMP#COMP#
1732,201801524,2258,1,239,47.0,2018-04-23,3106#,PHYS#
1733,201801525,3,2,1,79.0,2018-04-23,1500#2500#,CENG#MATE#
1734,201801526,4,2,0,31.0,2018-04-21,1305#1303#,BIOC#BIOC#
1735,201801527,6,2,0,29.0,2018-04-21,2720#,MEDI#
1736,201801528,5,1,2,20.0,2018-04-20,1602#1303#1605#,CHEM#BIOC#CHEM#
1737,201801529,2,1,1,51.0,2018-04-19,2705#,MEDI#
1738,201801530,2,1,0,13.0,2018-04-19,1712#,COMP#
1739,201801531,2,1,0,12.0,2018-04-19,1712#,COMP#
1740,201801532,13,6,1,27.0,2018-04-19,2706#,MEDI#
1741,201801533,5,2,0,13.0,2018-04-18,2719#2739#,MEDI#MEDI#
1742,201801534,2,1,0,21.0,2018-04-18,2719#2739#,MEDI#MEDI#
1743,201801535,1,1,0,5.0,2018-04-18,2719#2739#,MEDI#MEDI#
1744,201801536,5,1,1,22.0,2018-04-18,2719#2739#,MEDI#MEDI#
1745,201801537,7,1,4,17.0,2018-04-18,2719#2739#,MEDI#MEDI#
1746,201801538,9,2,1,59.0,2018-04-16,1312#2806#1309#2738#,BIOC#NEUR#BIOC#MEDI#
1747,201801539,5,2,0,40.0,2018-04-16,3100#1606#,PHYS#CHEM#
1748,201801540,6,1,3,45.0,2018-04-15,2740#2808#2728#,MEDI#NEUR#MEDI#
1749,201801541,4,3,1,47.0,2018-04-15,2740#2808#2728#,MEDI#NEUR#MEDI#
1750,201801542,4,1,2,38.0,2018-04-15,2305#2311#2308#,ENVI#ENVI#ENVI#
1751,201801543,5,2,0,10.0,2018-04-15,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
1752,201801544,2,1,0,16.0,2018-04-15,2602#2612#2608#2607#,MATH#MATH#MATH#MATH#
1753,201801545,6,2,0,42.0,2018-04-15,1305#1304#2204#1603#,BIOC#BIOC#ENGI#CHEM#
1754,201801546,7,2,3,46.0,2018-04-15,1305#1304#2204#1603#,BIOC#BIOC#ENGI#CHEM#
1755,201801547,5,2,0,42.0,2018-04-15,1305#1304#2204#1603#,BIOC#BIOC#ENGI#CHEM#
1756,201801548,5,1,0,25.0,2018-04-14,2700#,MEDI#
1757,201801549,6,1,1,40.0,2018-04-13,1600#1500#1508#1506#,CHEM#CENG#CENG#CENG#
1758,201801550,2,1,0,10.0,2018-04-11,2300#1900#,ENVI#EART#
1759,201801551,2,1,0,12.0,2018-04-11,2300#1900#,ENVI#EART#
1760,201801552,11,4,3,18.0,2018-04-11,2719#,MEDI#
1761,201801553,2283,1,240,49.0,2018-04-10,3106#,PHYS#
1762,201801554,2235,1,238,74.0,2018-04-10,3106#,PHYS#
1763,201801555,2234,1,239,51.0,2018-04-10,3106#,PHYS#
1764,201801556,2,1,0,10.0,2018-04-10,2300#1900#,ENVI#EART#
1765,201801557,3,2,1,38.0,2018-04-10,3200#2738#,PSYC#MEDI#
1766,201801558,9,1,8,31.0,2018-04-10,1600#3304#,CHEM#SOCI#
1767,201801559,2239,1,240,55.0,2018-04-10,3106#,PHYS#
1768,201801560,3,4,0,70.0,2018-04-09,2723#2403#,MEDI#IMMU#
1769,201801561,7,1,0,43.0,2018-04-09,2712#1312#1308#1307#2704#2736#,MEDI#BIOC#BIOC#BIOC#MEDI#MEDI#
1770,201801562,4,2,0,20.0,2018-04-06,1408#2209#1405#,BUSI#ENGI#BUSI#
1771,201801563,6,2,2,34.0,2018-04-04,1303#3002#1605#,BIOC#PHAR#CHEM#
1772,201801564,4,2,0,42.0,2018-04-03,1305#1106#2402#,BIOC#AGRI#IMMU#
1773,201801565,2258,1,240,63.0,2018-04-03,3100#,PHYS#
1774,201801566,4,2,0,24.0,2018-04-03,2702#2722#3607#,MEDI#MEDI#HEAL#
1775,201801567,1,1,0,36.0,2018-04-03,3304#2213#3311#3308#,SOCI#ENGI#SOCI#SOCI#
1776,201801568,2,1,0,30.0,2018-04-03,1103#,AGRI#
1777,201801569,4,2,0,50.0,2018-04-03,1602#1303#2304#1607#,CHEM#BIOC#ENVI#CHEM#
1778,201801570,5,1,1,33.0,2018-04-03,1602#1506#,CHEM#CENG#
1779,201801571,2,1,2,123.0,2018-04-03,3304#1408#,SOCI#BUSI#
1780,201801572,3,2,0,47.0,2018-04-03,2213#3311#2739#,ENGI#SOCI#MEDI#
1781,201801573,7,1,7,65.0,2018-04-03,2738#2803#,MEDI#NEUR#
1782,201801574,2,1,1,28.0,2018-04-03,1203#3304#3310#,ARTS#SOCI#SOCI#
1783,201801575,2,2,0,5.0,2018-04-02,1705#1706#2213#,COMP#COMP#ENGI#
1784,201801576,1,1,0,15.0,2018-04-02,1705#1706#2213#,COMP#COMP#ENGI#
1785,201801577,2229,1,245,43.0,2018-04-02,3100#,PHYS#
1786,201801578,6,1,5,429.0,2018-04-02,2802#,NEUR#
1787,201801579,2,1,0,5.0,2018-04-01,2740#,MEDI#
1788,201801580,6,1,3,113.0,2018-04-01,2103#2501#1508#1503#,ENER#MATE#CENG#CENG#
1789,201801581,4,2,0,39.0,2018-04-01,1000#,MULT#
1790,201801582,5,1,0,,2018-04-01,2715#,MEDI#
1791,201801583,4,2,0,50.0,2018-04-01,3003#2736#,PHAR#MEDI#
1792,201801584,4,1,0,26.0,2018-04-01,3003#3002#,PHAR#PHAR#
1793,201801585,3,1,0,13.0,2018-04-01,2200#1706#,ENGI#COMP#
1794,201801586,3,1,0,19.0,2018-04-01,1103#3400#,AGRI#VETE#
1795,201801587,9,3,0,37.0,2018-04-01,2700#,MEDI#
1796,201801588,4,1,0,38.0,2018-04-01,2700#,MEDI#
1797,201801589,9,1,1,21.0,2018-04-01,2700#,MEDI#
1798,201801590,7,1,0,22.0,2018-04-01,2700#,MEDI#
1799,201801591,2301,1,244,49.0,2018-04-01,3106#,PHYS#
1800,201801592,4,2,0,32.0,2018-04-01,2700#,MEDI#
1801,201801593,1,2,0,2.0,2018-04-01,1202#3320#,ARTS#SOCI#
1802,201801594,1,1,0,,2018-04-01,2730#,MEDI#
1803,201801595,4,2,0,44.0,2018-04-01,3005#2307#,PHAR#ENVI#
1804,201801596,2223,1,244,54.0,2018-04-01,3106#,PHYS#
1805,201801597,2274,1,242,31.0,2018-04-01,3106#,PHYS#
1806,201801598,6,1,0,67.0,2018-04-01,2405#2725#,IMMU#MEDI#
1807,201801599,7,2,0,17.0,2018-04-01,1602#,CHEM#
1808,201801600,2,1,0,18.0,2018-04-01,2739#,MEDI#
1809,201801601,3,1,0,22.0,2018-04-01,2734#3005#3308#2307#,MEDI#PHAR#SOCI#ENVI#
1810,201801602,2223,1,242,67.0,2018-04-01,3106#,PHYS#
1811,201801603,5,2,1,45.0,2018-04-01,2701#3000#2736#,MEDI#PHAR#MEDI#
1812,201801604,12,1,3,10.0,2018-04-01,1312#1311#,BIOC#BIOC#
1813,201801605,2235,1,240,90.0,2018-04-01,3106#,PHYS#
1814,201801606,15,5,0,29.0,2018-04-01,1300#1100#1000#,BIOC#AGRI#MULT#
1815,201801607,5,2,1,31.0,2018-04-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
1816,201801608,2,1,0,44.0,2018-04-01,2105#2102#,ENER#ENER#
1817,201801609,8,1,2,30.0,2018-04-01,2748#,MEDI#
1818,201801610,3,1,1,57.0,2018-04-01,2731#2809#2804#,MEDI#NEUR#NEUR#
1819,201801611,9,1,3,60.0,2018-04-01,1314#1110#,BIOC#AGRI#
1820,201801612,3,1,1,21.0,2018-04-01,2730#2715#,MEDI#MEDI#
1821,201801613,2261,1,175,101.0,2018-04-01,2201#3101#,ENGI#PHYS#
1822,201801614,4,2,1,93.0,2018-04-01,1907#1911#,EART#EART#
1823,201801615,2209,1,176,79.0,2018-04-01,2201#3101#,ENGI#PHYS#
1824,201801616,5,2,0,23.0,2018-04-01,1502#2204#2500#3104#,CENG#ENGI#MATE#PHYS#
1825,201801617,3,2,0,39.0,2018-04-01,2404#1105#,IMMU#AGRI#
1826,201801618,27,1,25,339.0,2018-04-01,2306#2303#1907#,ENVI#ENVI#EART#
1827,201801619,8,1,2,14.0,2018-04-01,2747#,MEDI#
1828,201801620,4,3,0,38.0,2018-04-01,3108#,PHYS#
1829,201801621,2,1,0,42.0,2018-04-01,1900#,EART#
1830,201801622,3,1,1,77.0,2018-04-01,2731#,MEDI#
1831,201801623,4,1,7,57.0,2018-04-01,3100#,PHYS#
1832,201801624,12,8,0,26.0,2018-04-01,2745#,MEDI#
1833,201801625,5,3,0,30.0,2018-04-01,1401#1706#,BUSI#COMP#
1834,201801626,4,2,0,34.0,2018-04-01,1303#1600#1500#2209#2505#,BIOC#CHEM#CENG#ENGI#MATE#
1835,201801627,4,1,2,37.0,2018-04-01,1106#2404#,AGRI#IMMU#
1836,201801628,4,3,1,39.0,2018-04-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
1837,201801629,2,2,0,32.0,2018-04-01,2305#2304#2308#,ENVI#ENVI#ENVI#
1838,201801630,11,1,0,33.0,2018-04-01,2727#,MEDI#
1839,201801631,7,1,4,50.0,2018-04-01,2404#2403#1109#2406#,IMMU#IMMU#AGRI#IMMU#
1840,201801632,7,2,5,79.0,2018-04-01,2808#2728#,NEUR#MEDI#
1841,201801633,10,2,2,99.0,2018-04-01,2745#,MEDI#
1842,201801634,3,1,1,36.0,2018-04-01,1104#3401#,AGRI#VETE#
1843,201801635,6,1,2,53.0,2018-04-01,1313#1312#1311#,BIOC#BIOC#BIOC#
1844,201801636,2,1,1,4.0,2018-04-01,2721#2715#2736#,MEDI#MEDI#MEDI#
1845,201801637,2,1,0,59.0,2018-04-01,1909#,EART#
1846,201801638,7,1,1,35.0,2018-04-01,2402#,IMMU#
1847,201801639,2,1,0,52.0,2018-04-01,3104#1606#,PHYS#CHEM#
1848,201801640,7,4,0,19.0,2018-04-01,2739#,MEDI#
1849,201801641,3,1,0,40.0,2018-04-01,2406#2725#,IMMU#MEDI#
1850,201801642,3,2,0,38.0,2018-04-01,2503#3104#,MATE#PHYS#
1851,201801643,2,2,0,31.0,2018-04-01,2800#1300#3000#,NEUR#BIOC#PHAR#
1852,201801644,6,3,1,22.0,2018-04-01,2707#,MEDI#
1853,201801645,3,2,0,42.0,2018-04-01,2600#3100#2604#,MATH#PHYS#MATH#
1854,201801646,8,2,1,29.0,2018-04-01,2723#2403#,MEDI#IMMU#
1855,201801647,7,1,0,32.0,2018-04-01,2507#,MATE#
1856,201801648,2,1,0,6.0,2018-04-01,2600#,MATH#
1857,201801649,11,4,0,31.0,2018-04-01,3104#1604#2505#,PHYS#CHEM#MATE#
1858,201801650,3,1,1,52.0,2018-04-01,2300#2002#,ENVI#ECON#
1859,201801651,1,1,0,39.0,2018-04-01,2304#2310#2307#,ENVI#ENVI#ENVI#
1860,201801652,4,1,0,28.0,2018-04-01,3612#,HEAL#
1861,201801653,5,2,2,53.0,2018-04-01,2500#2211#2210#,MATE#ENGI#ENGI#
1862,201801654,2,2,0,27.0,2018-04-01,2708#,MEDI#
1863,201801655,5,1,2,45.0,2018-04-01,3304#,SOCI#
1864,201801656,7,1,0,34.0,2018-04-01,1305#1303#1102#1110#,BIOC#BIOC#AGRI#AGRI#
